year,month,latitude,longitude,estimated_woodchuck_population
2025,6,40.0,-75.6,6.0
2025,7,40.0,-75.6,4.0
2025,9,40.0,-75.6,4.0
2025,10,40.0,-75.6,4.0
2025,5,40.0,-75.5,2.0
2025,8,40.0,-75.5,2.0
2025,9,40.0,-75.4,2.0
2025,2,40.0,-75.3,2.0
2025,4,40.0,-75.3,2.0
2025,5,40.0,-75.3,4.0
2025,7,40.0,-75.3,2.0
2025,8,40.0,-75.3,2.0
2025,9,40.0,-75.3,2.0
2025,2,40.0,-75.2,2.0
2025,3,40.0,-75.2,2.0
2025,4,40.0,-75.2,24.0
2025,5,40.0,-75.2,28.0
2025,6,40.0,-75.2,14.0
2025,7,40.0,-75.2,12.0
2025,8,40.0,-75.2,12.0
2025,9,40.0,-75.2,12.0
2025,10,40.0,-75.2,4.0
2025,9,40.0,-75.0,2.0
2025,3,40.1,-80.4,2.0
2025,5,40.1,-79.6,2.0
2025,5,40.1,-77.0,2.0
2025,8,40.1,-76.4,2.0
2025,3,40.1,-76.3,2.0
2025,4,40.1,-76.3,2.0
2025,6,40.1,-75.7,2.0
2025,7,40.1,-75.6,2.0
2025,4,40.1,-75.5,4.0
2025,9,40.1,-75.5,2.0
2025,4,40.1,-75.4,6.0
2025,5,40.1,-75.4,6.0
2025,6,40.1,-75.4,8.0
2025,8,40.1,-75.4,4.0
2025,10,40.1,-75.4,2.0
2025,4,40.1,-75.3,2.0
2025,5,40.1,-75.3,4.0
2025,6,40.1,-75.3,4.0
2025,9,40.1,-75.3,2.0
2025,5,40.1,-75.2,2.0
2025,6,40.1,-75.2,4.0
2025,7,40.1,-75.2,2.0
2025,8,40.1,-75.2,2.0
2025,9,40.1,-75.2,4.0
2025,5,40.1,-75.1,4.0
2025,7,40.1,-75.1,2.0
2025,7,40.1,-75.0,2.0
2025,3,40.1,-74.9,2.0
2025,6,40.1,-74.9,4.0
2025,7,40.1,-74.9,2.0
2025,5,40.2,-80.3,2.0
2025,3,40.2,-80.0,2.0
2025,5,40.2,-77.2,2.0
2025,4,40.2,-76.9,2.0
2025,6,40.2,-76.9,2.0
2025,6,40.2,-76.8,2.0
2025,5,40.2,-76.2,2.0
2025,5,40.2,-75.8,2.0
2025,6,40.2,-75.8,8.0
2025,5,40.2,-75.5,2.0
2025,6,40.2,-75.5,4.0
2025,7,40.2,-75.5,4.0
2025,8,40.2,-75.5,2.0
2025,6,40.2,-75.3,2.0
2025,7,40.2,-75.3,2.0
2025,4,40.2,-75.2,4.0
2025,5,40.2,-75.2,2.0
2025,7,40.2,-75.2,2.0
2025,3,40.2,-75.1,2.0
2025,4,40.2,-75.1,2.0
2025,6,40.2,-75.1,4.0
2025,8,40.2,-75.1,2.0
2025,4,40.2,-74.9,2.0
2025,5,40.2,-74.9,6.0
2025,6,40.2,-74.9,4.0
2025,7,40.2,-74.9,2.0
2025,8,40.2,-74.9,2.0
2025,9,40.3,-80.1,4.0
2025,3,40.3,-80.0,2.0
2025,4,40.3,-80.0,4.0
2025,5,40.3,-80.0,10.0
2025,6,40.3,-80.0,12.0
2025,7,40.3,-80.0,2.0
2025,8,40.3,-80.0,2.0
2025,9,40.3,-80.0,2.0
2025,3,40.3,-79.9,2.0
2025,6,40.3,-79.8,2.0
2025,7,40.3,-79.7,4.0
2025,6,40.3,-79.5,2.0
2025,4,40.3,-79.4,2.0
2025,6,40.3,-79.4,2.0
2025,7,40.3,-79.4,2.0
2025,8,40.3,-79.4,2.0
2025,6,40.3,-78.2,2.0
2025,10,40.3,-77.0,2.0
2025,4,40.3,-76.9,6.0
2025,5,40.3,-76.9,6.0
2025,6,40.3,-76.9,8.0
2025,7,40.3,-76.9,4.0
2025,8,40.3,-76.9,4.0
2025,9,40.3,-76.9,2.0
2025,10,40.3,-76.9,6.0
2025,8,40.3,-76.8,4.0
2025,4,40.3,-76.7,2.0
2025,9,40.3,-76.7,2.0
2025,6,40.3,-76.6,2.0
2025,10,40.3,-76.6,6.0
2025,9,40.3,-76.1,4.0
2025,4,40.3,-76.0,2.0
2025,5,40.3,-75.9,2.0
2025,10,40.3,-75.9,2.0
2025,4,40.3,-75.8,2.0
2025,7,40.3,-75.8,2.0
2025,5,40.3,-75.6,2.0
2025,6,40.3,-75.6,2.0
2025,5,40.3,-75.4,2.0
2025,8,40.3,-75.4,2.0
2025,7,40.3,-75.2,2.0
2025,6,40.3,-75.1,6.0
2025,8,40.3,-75.0,2.0
2025,5,40.4,-80.4,2.0
2025,9,40.4,-80.2,2.0
2025,4,40.4,-80.0,6.0
2025,5,40.4,-80.0,2.0
2025,6,40.4,-80.0,6.0
2025,8,40.4,-80.0,2.0
2025,9,40.4,-80.0,4.0
2025,10,40.4,-80.0,2.0
2025,3,40.4,-79.9,4.0
2025,4,40.4,-79.9,10.0
2025,5,40.4,-79.9,6.0
2025,8,40.4,-79.9,6.0
2025,9,40.4,-79.9,6.0
2025,10,40.4,-79.9,8.0
2025,3,40.4,-79.8,2.0
2025,6,40.4,-79.8,2.0
2025,9,40.4,-79.6,2.0
2025,3,40.4,-79.3,2.0
2025,1,40.4,-79.2,2.0
2025,4,40.4,-78.5,2.0
2025,5,40.4,-77.3,2.0
2025,6,40.4,-77.1,2.0
2025,4,40.4,-76.0,2.0
2025,10,40.4,-76.0,2.0
2025,3,40.4,-75.9,2.0
2025,4,40.4,-75.9,2.0
2025,9,40.4,-75.9,2.0
2025,10,40.4,-75.9,2.0
2025,5,40.4,-75.7,2.0
2025,7,40.4,-75.4,2.0
2025,3,40.4,-75.3,2.0
2025,9,40.4,-75.3,2.0
2025,6,40.4,-75.2,2.0
2025,7,40.4,-75.2,2.0
2025,6,40.4,-75.1,2.0
2025,6,40.5,-80.4,4.0
2025,4,40.5,-80.3,2.0
2025,7,40.5,-80.2,2.0
2025,7,40.5,-80.1,2.0
2025,10,40.5,-80.1,2.0
2025,4,40.5,-80.0,2.0
2025,5,40.5,-80.0,2.0
2025,6,40.5,-80.0,8.0
2025,7,40.5,-80.0,4.0
2025,8,40.5,-80.0,2.0
2025,9,40.5,-80.0,2.0
2025,10,40.5,-80.0,2.0
2025,1,40.5,-79.9,2.0
2025,4,40.5,-79.9,6.0
2025,5,40.5,-79.9,2.0
2025,7,40.5,-79.9,6.0
2025,5,40.5,-79.8,6.0
2025,6,40.5,-79.8,2.0
2025,7,40.5,-79.8,2.0
2025,4,40.5,-79.3,2.0
2025,7,40.5,-78.8,2.0
2025,5,40.5,-78.3,2.0
2025,4,40.5,-78.0,2.0
2025,5,40.5,-78.0,2.0
2025,6,40.5,-77.2,2.0
2025,6,40.5,-77.1,2.0
2025,6,40.5,-75.6,2.0
2025,9,40.5,-75.6,2.0
2025,7,40.6,-80.1,2.0
2025,4,40.6,-80.0,4.0
2025,7,40.6,-80.0,2.0
2025,7,40.6,-79.7,2.0
2025,6,40.6,-79.6,2.0
2025,4,40.6,-79.2,2.0
2025,6,40.6,-79.2,2.0
2025,3,40.6,-79.1,2.0
2025,4,40.6,-79.1,2.0
2025,5,40.6,-79.1,4.0
2025,7,40.6,-79.1,2.0
2025,4,40.6,-79.0,2.0
2025,5,40.6,-79.0,6.0
2025,6,40.6,-79.0,6.0
2025,7,40.6,-79.0,4.0
2025,6,40.6,-76.4,2.0
2025,6,40.6,-76.3,2.0
2025,6,40.6,-75.9,2.0
2025,8,40.6,-75.6,2.0
2025,4,40.6,-75.5,4.0
2025,6,40.6,-75.5,12.0
2025,7,40.6,-75.5,2.0
2025,8,40.6,-75.5,2.0
2025,3,40.6,-75.4,2.0
2025,6,40.6,-75.4,4.0
2025,8,40.6,-75.4,2.0
2025,10,40.6,-75.4,2.0
2025,6,40.6,-75.3,2.0
2025,6,40.7,-80.3,2.0
2025,7,40.7,-80.3,2.0
2025,8,40.7,-80.2,2.0
2025,8,40.7,-79.7,2.0
2025,6,40.7,-79.6,4.0
2025,9,40.7,-79.2,2.0
2025,7,40.7,-78.5,2.0
2025,8,40.7,-78.5,2.0
2025,4,40.7,-75.6,2.0
2025,7,40.7,-75.6,2.0
2025,7,40.7,-75.3,2.0
2025,8,40.7,-75.3,2.0
2025,7,40.8,-80.2,4.0
2025,6,40.8,-79.9,8.0
2025,7,40.8,-79.9,4.0
2025,9,40.8,-79.9,2.0
2025,4,40.8,-79.6,2.0
2025,5,40.8,-78.0,2.0
2025,3,40.8,-77.9,2.0
2025,4,40.8,-77.9,4.0
2025,5,40.8,-77.9,2.0
2025,6,40.8,-77.9,2.0
2025,7,40.8,-77.9,2.0
2025,4,40.8,-77.8,2.0
2025,10,40.8,-76.5,2.0
2025,6,40.8,-76.1,2.0
2025,8,40.8,-75.5,2.0
2025,3,40.9,-80.4,2.0
2025,7,40.9,-80.1,2.0
2025,9,40.9,-80.1,2.0
2025,4,40.9,-80.0,2.0
2025,5,40.9,-77.8,2.0
2025,5,40.9,-76.5,2.0
2025,6,40.9,-75.6,2.0
2025,6,41.0,-80.3,2.0
2025,4,41.0,-80.1,2.0
2025,6,41.0,-80.1,2.0
2025,8,41.0,-80.1,2.0
2025,6,41.0,-80.0,2.0
2025,3,41.0,-78.9,2.0
2025,3,41.0,-78.5,2.0
2025,6,41.0,-76.9,2.0
2025,4,41.0,-76.6,2.0
2025,5,41.0,-76.6,4.0
2025,6,41.0,-76.6,2.0
2025,7,41.0,-76.6,4.0
2025,8,41.0,-76.6,4.0
2025,9,41.0,-76.6,4.0
2025,6,41.0,-76.5,2.0
2025,7,41.0,-76.4,2.0
2025,5,41.0,-75.7,2.0
2025,6,41.0,-75.5,2.0
2025,8,41.0,-75.4,2.0
2025,6,41.1,-80.2,2.0
2025,6,41.1,-79.5,2.0
2025,7,41.1,-79.0,2.0
2025,4,41.1,-78.8,2.0
2025,5,41.1,-78.8,4.0
2025,9,41.1,-78.8,4.0
2025,5,41.1,-78.7,4.0
2025,9,41.1,-78.7,10.0
2025,6,41.1,-76.0,2.0
2025,6,41.1,-75.7,4.0
2025,6,41.1,-75.6,2.0
2025,8,41.1,-75.5,2.0
2025,6,41.1,-75.4,2.0
2025,7,41.2,-80.5,2.0
2025,9,41.2,-80.5,2.0
2025,7,41.2,-79.9,2.0
2025,9,41.2,-79.4,2.0
2025,6,41.2,-78.7,2.0
2025,6,41.2,-78.5,2.0
2025,6,41.2,-77.3,2.0
2025,9,41.2,-77.0,2.0
2025,6,41.2,-76.0,2.0
2025,5,41.2,-75.9,2.0
2025,7,41.2,-75.9,2.0
2025,5,41.2,-75.3,2.0
2025,8,41.2,-74.9,2.0
2025,8,41.3,-79.4,2.0
2025,7,41.3,-76.0,2.0
2025,8,41.3,-76.0,2.0
2025,5,41.3,-75.9,2.0
2025,7,41.3,-75.8,2.0
2025,8,41.3,-75.1,2.0
2025,6,41.4,-75.7,2.0
2025,8,41.4,-75.7,2.0
2025,5,41.5,-80.3,2.0
2025,5,41.5,-79.5,2.0
2025,6,41.5,-75.7,2.0
2025,7,41.5,-75.7,2.0
2025,7,41.5,-75.4,2.0
2025,4,41.6,-80.1,2.0
2025,5,41.6,-79.6,2.0
2025,5,41.6,-75.8,2.0
2025,6,41.6,-75.7,2.0
2025,5,41.6,-75.5,2.0
2025,4,41.6,-75.1,2.0
2025,4,41.7,-80.1,2.0
2025,9,41.7,-80.1,2.0
2025,4,41.7,-77.7,2.0
2025,5,41.7,-77.5,2.0
2025,4,41.7,-75.9,2.0
2025,5,41.8,-78.0,2.0
2025,6,41.8,-76.8,2.0
2025,2,41.9,-80.4,2.0
2025,4,41.9,-80.4,2.0
2025,8,42.0,-80.4,2.0
2025,4,42.0,-79.8,2.0
2025,7,42.0,-76.6,2.0
2025,6,42.0,-75.9,2.0
2025,4,42.1,-80.1,2.0
2025,5,42.1,-80.1,2.0
2025,7,42.1,-80.1,2.0
2025,7,42.2,-80.0,2.0
2025,10,42.2,-80.0,2.0
