CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND,CountyName,lat,long
76457751010538,58283447010538,2001,42,15,1429,4,270,5.0,2001.0,1,23.7,23.7,999.0,2,5,3.0,6.0,29.0,N,1.0,3.55884375,90.07234236,45.57660523416,0.306796875,12.288801724137931,12.288801724137931,12.288801724137931,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,1106.88115609071,1106.88115609071,1106.88115609071,560.0818649818992,560.0818649818992,560.0818649818992,Bradford,41.8,-76.5
76457569010538,58288094010538,2001,42,25,571,3,30,2.0,2001.0,1,23.5,23.470679963629,999.0,3,4,3.0,8.0,22.0,N,1.0,4.379695833333333,63.95056668,32.35898674008,0.3749739583333333,16.198875,16.198875,16.198875,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,70.9461453421875,70.9461453421875,70.9461453421875,1035.927235828485,1035.927235828485,1035.927235828485,524.1791813292134,524.1791813292134,524.1791813292134,Carbon,40.9,-75.8
76457570010538,58288094010538,2001,42,25,571,3,30,3.0,2001.0,1,21.2,21.17354958421,999.0,3,5,4.0,8.0,20.0,N,1.0,4.363333333333333,63.711648,32.238093888,0.4090625,17.8187625,17.8187625,17.8187625,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,77.749200375,77.749200375,77.749200375,1135.2627241956,1135.2627241956,1135.2627241956,574.4429384429736,574.4429384429736,574.4429384429736,Carbon,40.9,-75.8
76457571010538,58288094010538,2001,42,25,571,3,30,4.0,2001.0,1,19.4,19.37579537423,999.0,3,3,3.0,4.0,12.0,N,1.0,0.818125,11.945934,6.044642604,0.2386197916666666,29.6979375,29.6979375,29.6979375,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,24.2966251171875,24.2966251171875,24.2966251171875,354.769601311125,354.769601311125,354.769601311125,179.51341826342926,179.51341826342926,179.51341826342926,Carbon,40.9,-75.8
76457631010538,58290343010538,2001,42,27,1874,3,150,1.0,2001.0,1,21.4,21.293795870494,999.0,3,6,5.0,7.0,3.0,N,1.0,0.6054125,8.83999116,4.47303552696,0.4090625,118.79175,118.79175,118.79175,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,71.918010346875,71.918010346875,71.918010346875,1050.11801988093,1050.11801988093,1050.11801988093,531.3597180597505,531.3597180597505,531.3597180597505,Centre,40.9,-77.8
76457632010538,58290343010538,2001,42,27,1874,3,150,2.0,2001.0,1,23.2,23.084862812872,999.0,3,12,3.0,14.0,33.0,N,1.0,18.44871875,269.3808117,136.3066907202,0.5795052083333333,10.79925,10.79925,10.79925,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,199.2323259609375,199.2323259609375,199.2323259609375,2909.110730751225,2909.110730751225,2909.110730751225,1472.0100297601198,1472.0100297601198,1472.0100297601198,Centre,40.9,-77.8
76457564010538,58290567010538,2001,42,29,448,2,30,1.0,2001.0,1,9.1,9.1,999.0,3,4,3.0,5.0,8.0,N,5.0,0.7417666666666667,10.83098016,5.48047596096,0.3852832965415746,44.54690625,44.54690625,62.936026490066226,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,33.043410159375,33.043410159375,46.683846582781456,482.48665778313,482.48665778313,681.6588542631417,244.1382488382638,244.1382488382638,344.9193802571497,Chester,40.0,-75.7
76457562010538,58290567010538,2001,42,29,448,1,150,1.0,2001.0,1,11.0,10.536089137433,999.0,2,4,3.0,5.0,15.0,N,5.0,1.3908125,35.20068552,17.81154687312,0.3852832965415746,23.75835,23.75835,33.56588079470199,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,33.043410159375,33.043410159375,46.683846582781456,836.310206824092,836.310206824092,1181.5420140561123,423.1729646529906,423.1729646529906,597.8602591123928,Chester,40.0,-75.7
76457566010538,58290567010538,2001,42,29,448,4,270,1.0,2001.0,1,11.7,11.7,999.0,3,7,6.0,10.0,45.0,N,5.0,16.68975,243.6970536,123.3107091216,0.7705665930831493,7.91945,7.91945,11.18862693156733,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,132.1736406375,132.1736406375,186.73538633112585,1929.94663113252,1929.94663113252,2726.635417052567,976.5529953530552,976.5529953530552,1379.677521028599,Chester,40.0,-75.7
76457761010538,58269937010538,2001,42,35,1930,4,150,2.0,2001.0,1,22.6,20.983573214007,999.0,3,4,3.0,6.0,16.0,N,1.0,1.9635,28.6702416,14.5071422496,0.306796875,22.273453125,22.273453125,22.273453125,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,638.585282360025,638.585282360025,638.585282360025,323.12415287417264,323.12415287417264,323.12415287417264,Clinton,41.2,-77.5
76457830010538,58288779010538,2001,42,27,1485,2,30,1.0,2001.0,1,7.9,6.774194113129,999.0,3,10,10.0,10.0,4.0,N,1.0,2.181666666666666,31.855824,16.119046944,0.6817708333333333,89.0938125,89.0938125,89.0938125,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,194.3730009375,194.3730009375,194.3730009375,2838.156810489,2838.156810489,2838.156810489,1436.107346107434,1436.107346107434,1436.107346107434,Centre,40.9,-77.8
76457831010538,58288779010538,2001,42,27,1485,3,30,1.0,2001.0,1,23.3,23.184366531893,999.0,1,5,3.0,6.0,21.0,N,1.0,2.57709375,83.621538,42.312498228,0.306796875,16.97025,16.97025,16.97025,,,,,,,2008-02-05 08:23:53,2025-05-19 09:00:59,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,1419.0784052445,1419.0784052445,1419.0784052445,718.053673053717,718.053673053717,718.053673053717,Centre,40.9,-77.8
76457759010538,58269937010538,2001,42,35,1930,3,30,1.0,2001.0,1,6.0,6.0,999.0,3,4,4.0,5.0,42.0,N,1.0,4.6960375,68.56966116,34.69624854696,0.306796875,8.485125,8.485125,8.485125,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,39.8464651921875,39.8464651921875,39.8464651921875,581.822146150245,581.822146150245,581.822146150245,294.40200595202396,294.40200595202396,294.40200595202396,Clinton,41.2,-77.5
76457753010538,58269937010538,2001,42,35,1930,1,150,2.0,2001.0,1,16.0,14.855627054164,999.0,3,4,4.0,5.0,10.0,N,1.0,1.118104166666667,16.3261098,8.2610115588,0.306796875,35.637525,35.637525,35.637525,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,39.8464651921875,39.8464651921875,39.8464651921875,581.822146150245,581.822146150245,581.822146150245,294.40200595202396,294.40200595202396,294.40200595202396,Clinton,41.2,-77.5
76457754010538,58269937010538,2001,42,35,1930,1,150,3.0,2001.0,1,6.0,5.570860145312,132.0,3,5,4.0,6.0,4.0,N,1.0,0.5672333333333334,11.30881752,5.89189392792,0.3408854166666666,89.0938125,89.0938125,89.0938125,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,50.53698024375,50.53698024375,50.53698024375,1007.545667723595,1007.545667723595,1007.545667723595,524.931292883993,524.931292883993,524.931292883993,Clinton,41.2,-77.5
76457757010538,58269937010538,2001,42,35,1930,3,150,1.0,2001.0,1,19.0,17.64105712682,999.0,3,4,3.0,5.0,8.0,N,1.0,0.7417666666666667,10.83098016,5.48047596096,0.2727083333333333,44.54690625,44.54690625,44.54690625,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,33.043410159375,33.043410159375,33.043410159375,482.48665778313,482.48665778313,482.48665778313,244.1382488382638,244.1382488382638,244.1382488382638,Clinton,41.2,-77.5
76457760010538,58269937010538,2001,42,35,1930,4,150,1.0,2001.0,1,8.0,7.427813527082,999.0,3,3,3.0,6.0,32.0,N,1.0,3.927,57.3404832,29.0142844992,0.306796875,11.1367265625,11.1367265625,11.1367265625,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,638.585282360025,638.585282360025,638.585282360025,323.12415287417264,323.12415287417264,323.12415287417264,Clinton,41.2,-77.5
76457755010538,58269937010538,2001,42,35,1930,1,270,1.0,2001.0,1,12.9,12.9,999.0,3,6,4.0,7.0,27.0,N,1.0,4.78603125,69.8837139,35.3611592334,0.3749739583333333,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,2008-02-05 08:23:53,2025-05-19 09:01:00,9,,,,,,63.1712253046875,63.1712253046875,63.1712253046875,922.400963408925,922.400963408925,922.400963408925,466.734887484916,466.734887484916,466.734887484916,Clinton,41.2,-77.5
76457762010538,58269937010538,2001,42,35,1930,4,270,1.0,2001.0,1,1.0,0.928476690885,999.0,4,5,3.0,6.0,10.0,N,1.0,1.2271875,16.7243076,8.4624996456,0.306796875,35.637525,35.637525,35.637525,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,596.01293020269,596.01293020269,596.01293020269,301.58254268256115,301.58254268256115,301.58254268256115,Clinton,41.2,-77.5
76457763010538,58269937010538,2001,42,35,1930,4,270,2.0,2001.0,1,25.5,23.676155617574,999.0,3,4,3.0,5.0,15.0,N,1.0,1.3908125,20.3080878,10.2758924268,0.2727083333333333,23.75835,23.75835,23.75835,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,33.043410159375,33.043410159375,33.043410159375,482.48665778313,482.48665778313,482.48665778313,244.1382488382638,244.1382488382638,244.1382488382638,Clinton,41.2,-77.5
76457583010538,58271381010538,2001,42,37,1492,1,270,1.0,2001.0,1,8.1,8.1,999.0,3,3,3.0,5.0,21.0,N,5.0,1.9471375,28.43132292,14.38624939752,0.3636111111111111,16.97025,16.97025,22.627,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,33.043410159375,33.043410159375,44.0578802125,482.48665778313,482.48665778313,643.31554371084,244.1382488382638,244.1382488382638,325.51766511768506,Columbia,41.0,-76.4
76457884010538,58272394010538,2001,42,39,1284,2,150,1.0,2001.0,1,13.1,13.1,999.0,2,7,6.0,8.0,6.0,N,2.0,1.63625,41.4125712,20.9547610272,0.4772395833333333,59.395875,59.395875,59.395875,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,97.18650046875,97.18650046875,97.18650046875,2459.7359024238,2459.7359024238,2459.7359024238,1244.6263666264429,1244.6263666264429,1244.6263666264429,Crawford,41.7,-80.1
76457885010538,58272394010538,2001,42,39,1284,2,150,2.0,2001.0,1,15.1,15.1,999.0,2,4,4.0,6.0,8.0,N,2.0,1.1344666666666667,28.712716032,14.528634312192,0.3408854166666666,44.54690625,44.54690625,44.54690625,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,50.53698024375,50.53698024375,50.53698024375,1279.062669260376,1279.062669260376,1279.062669260376,647.2057106457503,647.2057106457503,647.2057106457503,Crawford,41.7,-80.1
76457837010538,58273879010538,2001,42,47,1607,3,30,1.0,2001.0,1,21.1,19.590858177679,370.0,2,6,5.0,8.0,25.0,N,1.0,6.067760416666666,162.2043423,79.6423320693,0.4431510416666667,14.25501,14.25501,14.25501,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,86.4959854171875,86.4959854171875,86.4959854171875,2312.224521529923,2312.224521529923,2312.224521529923,1135.3022400711925,1135.3022400711925,1135.3022400711925,Elk,41.4,-78.6
76457505010538,58277024010538,2001,42,51,1016,1,150,1.0,2001.0,1,7.2,7.19101683992,316.0,3,3,3.0,3.0,8.0,N,5.0,0.3927,7.0001948016,3.4370956475856,0.20453125,44.54690625,44.54690625,44.54690625,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,17.493570084375,17.493570084375,17.493570084375,311.83702155861255,311.83702155861255,311.83702155861255,153.11197758527877,153.11197758527877,153.11197758527877,Fayette,39.9,-79.7
76457506010538,58277024010538,2001,42,51,1016,1,150,2.0,2001.0,1,14.4,14.382033679841,316.0,2,3,3.0,4.0,10.0,N,5.0,0.6817708333333333,14.9256107,7.3284748537,0.2386197916666666,35.637525,35.637525,35.637525,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,24.2966251171875,24.2966251171875,24.2966251171875,531.9118244615175,531.9118244615175,531.9118244615175,261.1687058106051,261.1687058106051,261.1687058106051,Fayette,39.9,-79.7
76457507010538,58277024010538,2001,42,51,1016,1,150,3.0,2001.0,1,22.1,22.0724266892,999.0,3,6,5.0,8.0,21.0,N,5.0,5.09691875,74.42316882,37.65812342292,0.4431510416666667,16.97025,16.97025,16.97025,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,86.4959854171875,86.4959854171875,86.4959854171875,1262.979780667605,1262.979780667605,1262.979780667605,639.0677690178081,639.0677690178081,639.0677690178081,Fayette,39.9,-79.7
76457508010538,58277024010538,2001,42,51,1016,1,150,4.0,2001.0,1,22.8,22.771553326415,316.0,2,4,3.0,6.0,18.0,N,5.0,2.2089375,48.358978668,23.744258525988,0.306796875,19.798625,19.798625,19.798625,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,43.7339252109375,43.7339252109375,43.7339252109375,957.4412840307316,957.4412840307316,957.4412840307316,470.1036704590892,470.1036704590892,470.1036704590892,Fayette,39.9,-79.7
76457509010538,58277024010538,2001,42,51,1016,1,150,5.0,2001.0,1,0.1,0.099875233888,999.0,3,5,5.0,7.0,13.0,N,1.0,2.623454166666667,38.30662836,19.38315395016,0.4090625,27.41348076923077,27.41348076923077,27.41348076923077,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,71.918010346875,71.918010346875,71.918010346875,1050.11801988093,1050.11801988093,1050.11801988093,531.3597180597505,531.3597180597505,531.3597180597505,Fayette,39.9,-79.7
76457499010538,58242234010538,2001,42,55,532,3,30,1.0,2001.0,1,22.9,22.455297473322,999.0,2,3,3.0,5.0,18.0,N,1.0,1.668975,42.240822624,21.373856247744,0.2727083333333333,19.798625,19.798625,19.798625,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,33.043410159375,33.043410159375,33.043410159375,836.310206824092,836.310206824092,836.310206824092,423.1729646529906,423.1729646529906,423.1729646529906,Franklin,40.0,-77.7
76457481010538,58242234010538,2001,42,55,532,1,150,1.0,2001.0,1,12.9,12.514838251875,999.0,2,6,3.0,8.0,40.0,N,1.0,7.963083333333333,201.54117984,101.97983699904,0.3749739583333333,8.90938125,8.90938125,8.90938125,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,70.9461453421875,70.9461453421875,70.9461453421875,1795.607208769374,1795.607208769374,1795.607208769374,908.5772476373032,908.5772476373032,908.5772476373032,Franklin,40.0,-77.7
76457577010538,58273036010538,2001,42,43,1169,2,150,1.0,2001.0,1,19.9,19.9,999.0,3,5,4.0,7.0,35.0,N,5.0,6.204114583333333,90.5899995,45.838539747,0.3749739583333333,10.18215,10.18215,10.18215,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,63.1712253046875,63.1712253046875,63.1712253046875,922.400963408925,922.400963408925,922.400963408925,466.734887484916,466.734887484916,466.734887484916,Dauphin,40.3,-76.8
76457578010538,58273036010538,2001,42,43,1169,2,150,2.0,2001.0,1,22.7,22.7,999.0,3,3,3.0,5.0,25.0,N,5.0,2.318020833333333,33.846813,17.126487378,0.2727083333333333,14.25501,14.25501,14.25501,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,33.043410159375,33.043410159375,33.043410159375,482.48665778313,482.48665778313,482.48665778313,244.1382488382638,244.1382488382638,244.1382488382638,Dauphin,40.3,-76.8
76457582010538,58273036010538,2001,42,43,1169,4,270,3.0,2001.0,1,1.0,1.0,999.0,3,4,3.0,4.0,6.0,N,5.0,0.4090625,5.972967,3.022321302,0.2386197916666666,59.395875,59.395875,59.395875,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,24.2966251171875,24.2966251171875,24.2966251171875,354.769601311125,354.769601311125,354.769601311125,179.51341826342926,179.51341826342926,179.51341826342926,Dauphin,40.3,-76.8
76457510010538,58277024010538,2001,42,51,1016,2,30,1.0,2001.0,1,11.3,11.3,316.0,2,5,5.0,7.0,21.0,N,5.0,4.2378875,92.7775961112,45.5537996905992,0.4090625,16.97025,16.97025,16.97025,,,,,,,2008-02-05 08:23:54,2025-05-19 09:01:00,9,,,,,,71.918010346875,71.918010346875,71.918010346875,1574.4590004060915,1574.4590004060915,1574.4590004060915,773.0593691993911,773.0593691993911,773.0593691993911,Fayette,39.9,-79.7
76457491010538,58242234010538,2001,42,55,532,2,30,1.0,2001.0,1,8.6,8.432993810942,999.0,3,3,3.0,3.0,8.0,N,1.0,0.3927,5.73404832,2.90142844992,0.20453125,44.54690625,44.54690625,44.54690625,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,17.493570084375,17.493570084375,17.493570084375,255.43411294401,255.43411294401,255.43411294401,129.24966114966907,129.24966114966907,129.24966114966907,Franklin,40.0,-77.7
76457492010538,58242234010538,2001,42,55,532,2,30,2.0,2001.0,1,10.5,10.296097094755,999.0,4,3,3.0,3.0,4.0,N,1.0,0.19635,2.675889216,1.353999943296,0.20453125,89.0938125,89.0938125,89.0938125,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,17.493570084375,17.493570084375,17.493570084375,238.405172081076,238.405172081076,238.405172081076,120.63301707302446,120.63301707302446,120.63301707302446,Franklin,40.0,-77.7
76457493010538,58242234010538,2001,42,55,532,2,30,3.0,2001.0,1,22.7,22.259181338184,999.0,2,4,3.0,5.0,15.0,N,1.0,1.3908125,35.20068552,17.81154687312,0.2727083333333333,23.75835,23.75835,23.75835,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,33.043410159375,33.043410159375,33.043410159375,836.310206824092,836.310206824092,836.310206824092,423.1729646529906,423.1729646529906,423.1729646529906,Franklin,40.0,-77.7
76457482010538,58242234010538,2001,42,55,532,1,150,2.0,2001.0,1,17.5,16.977493752543,999.0,2,8,4.0,8.0,37.0,N,1.0,8.072166666666666,204.30201792,103.37682106752,0.4090625,9.631763513513514,9.631763513513514,9.631763513513514,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,77.749200375,77.749200375,77.749200375,1967.78872193904,1967.78872193904,1967.78872193904,995.7010933011544,995.7010933011544,995.7010933011544,Franklin,40.0,-77.7
76457488010538,58242234010538,2001,42,55,532,2,150,1.0,2001.0,1,21.5,21.082484527355,999.0,2,5,5.0,7.0,21.0,N,1.0,4.2378875,107.258559408,54.272831060448,0.4090625,16.97025,16.97025,16.97025,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,71.918010346875,71.918010346875,71.918010346875,1820.204567793612,1820.204567793612,1820.204567793612,921.0235113035676,921.0235113035676,921.0235113035676,Franklin,40.0,-77.7
76457489010538,58242234010538,2001,42,55,532,2,150,2.0,2001.0,1,23.6,23.141703946306,999.0,2,3,3.0,5.0,9.0,N,1.0,0.8344875,21.120411312,10.686928123872,0.2727083333333333,39.59725,39.59725,39.59725,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,33.043410159375,33.043410159375,33.043410159375,836.310206824092,836.310206824092,836.310206824092,423.1729646529906,423.1729646529906,423.1729646529906,Franklin,40.0,-77.7
76457495010538,58242234010538,2001,42,55,532,3,150,1.0,2001.0,1,15.3,14.843180252224,833.0,2,12,11.0,13.0,46.0,N,1.0,36.37929166666667,1010.63418456,496.22138461896,0.818125,7.747288043478261,7.747288043478261,7.747288043478261,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,281.840851359375,281.840851359375,281.840851359375,7829.67413437209,7829.67413437209,7829.67413437209,3844.369999976696,3844.369999976696,3844.369999976696,Franklin,40.0,-77.7
76457496010538,58242234010538,2001,42,55,532,3,150,2.0,2001.0,1,22.2,21.537163503226,999.0,2,13,6.0,14.0,47.0,N,1.0,29.736116666666668,752.604460608,380.817857067648,0.6817708333333333,7.582452127659574,7.582452127659574,7.582452127659574,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,225.4726810875,225.4726810875,225.4726810875,5706.587293623216,5706.587293623216,5706.587293623216,2887.533170573347,2887.533170573347,2887.533170573347,Franklin,40.0,-77.7
76457501010538,58242234010538,2001,42,55,532,4,270,1.0,2001.0,1,24.1,23.380434253502,999.0,2,3,3.0,7.0,28.0,N,1.0,4.4287833333333335,112.090026048,56.717553180288,0.3408854166666666,12.7276875,12.7276875,12.7276875,,,,,,,2008-02-05 08:23:54,2025-05-19 09:00:59,9,,,,,,56.368170271875,56.368170271875,56.368170271875,1426.646823405804,1426.646823405804,1426.646823405804,721.8832926433369,721.8832926433369,721.8832926433369,Franklin,40.0,-77.7
